,countyCode,County,State,county_state,Median_Value_of_Owner_Occupied_Units,vol_ins_rate
1799,37123,Montgomery,NC,"Montgomery County, NC",117700,104.6
1800,37125,Moore,NC,"Moore County, NC",216500,71.0
1801,37127,Nash,NC,"Nash County, NC",128200,83.6
1802,37129,New Hanover,NC,"New Hanover County, NC",243600,63.9
1803,37131,Northampton,NC,"Northampton County, NC",83300,103.5
1804,37133,Onslow,NC,"Onslow County, NC",156900,66.4
1805,37135,Orange,NC,"Orange County, NC",308800,70.5
1806,37137,Pamlico,NC,"Pamlico County, NC",156000,75.4
1807,37139,Pasquotank,NC,"Pasquotank County, NC",163100,68.5
1808,37141,Pender,NC,"Pender County, NC",198700,59.5
1809,37143,Perquimans,NC,"Perquimans County, NC",172300,85.5
1810,37145,Person,NC,"Person County, NC",123100,89.9
1811,37147,Pitt,NC,"Pitt County, NC",148600,69.3
1812,37149,Polk,NC,"Polk County, NC",225700,81.2
1813,37151,Randolph,NC,"Randolph County, NC",124100,80.7
1814,37153,Richmond,NC,"Richmond County, NC",83200,119.9
1815,37155,Robeson,NC,"Robeson County, NC",75600,85.5
1816,37157,Rockingham,NC,"Rockingham County, NC",112800,69.2
1817,37159,Rowan,NC,"Rowan County, NC",136400,74.0
1818,37161,Rutherford,NC,"Rutherford County, NC",118300,96.0
1819,37163,Sampson,NC,"Sampson County, NC",89300,94.3
1820,37165,Scotland,NC,"Scotland County, NC",85500,112.2
1821,37167,Stanly,NC,"Stanly County, NC",138900,85.1
1822,37169,Stokes,NC,"Stokes County, NC",137000,62.9
1823,37171,Surry,NC,"Surry County, NC",126900,97.3
1824,37173,Swain,NC,"Swain County, NC",139100,66.7
1825,37175,Transylvania,NC,"Transylvania County, NC",221900,71.6
1826,37177,Tyrrell,NC,"Tyrrell County, NC",114800,49.1
1827,37179,Union,NC,"Union County, NC",241400,68.0
1828,37181,Vance,NC,"Vance County, NC",101400,159.2
1829,37183,Wake,NC,"Wake County, NC",281700,69.1
1830,37185,Warren,NC,"Warren County, NC",94600,91.0
1831,37187,Washington,NC,"Washington County, NC",85400,104.4
1832,37189,Watauga,NC,"Watauga County, NC",238000,62.4
1833,37191,Wayne,NC,"Wayne County, NC",123500,77.7
1834,37193,Wilkes,NC,"Wilkes County, NC",126300,50.2
1835,37195,Wilson,NC,"Wilson County, NC",123600,78.0
1836,37197,Yadkin,NC,"Yadkin County, NC",133100,68.6
1837,37199,Yancey,NC,"Yancey County, NC",157100,83.0
1838,38003,Barnes,ND,"Barnes County, ND",141400,72.5
1839,38005,Benson,ND,"Benson County, ND",78100,186.3
1840,38007,Billings,ND,"Billings County, ND",199400,116.9
1841,38009,Bottineau,ND,"Bottineau County, ND",150100,98.0
1842,38011,Bowman,ND,"Bowman County, ND",148600,28.2
1843,38015,Burleigh,ND,"Burleigh County, ND",263600,81.8
1844,38017,Cass,ND,"Cass County, ND",223800,70.5
1845,38021,Dickey,ND,"Dickey County, ND",118100,10.0
1846,38025,Dunn,ND,"Dunn County, ND",192500,38.4
1847,38027,Eddy,ND,"Eddy County, ND",87700,35.4
1848,38029,Emmons,ND,"Emmons County, ND",97000,71.8
1849,38031,Foster,ND,"Foster County, ND",143500,113.9
1850,38035,Grand Forks,ND,"Grand Forks County, ND",206500,52.3
1851,38039,Griggs,ND,"Griggs County, ND",97600,163.0
1852,38045,LaMoure,ND,"LaMoure County, ND",107700,74.7
1853,38049,McHenry,ND,"McHenry County, ND",117100,131.5
1854,38053,McKenzie,ND,"McKenzie County, ND",238600,56.6
1855,38055,McLean,ND,"McLean County, ND",174400,89.3
1856,38057,Mercer,ND,"Mercer County, ND",177800,58.7
1857,38059,Morton,ND,"Morton County, ND",208600,72.6
1858,38065,Oliver,ND,"Oliver County, ND",190600,78.3
1859,38067,Pembina,ND,"Pembina County, ND",93300,65.8
1860,38069,Pierce,ND,"Pierce County, ND",128600,153.1
1861,38071,Ramsey,ND,"Ramsey County, ND",164700,119.1
1862,38073,Ransom,ND,"Ransom County, ND",121700,70.2
1863,38075,Renville,ND,"Renville County, ND",134700,70.8
1864,38077,Richland,ND,"Richland County, ND",127900,77.6
1865,38079,Rolette,ND,"Rolette County, ND",84000,183.9
1866,38081,Sargent,ND,"Sargent County, ND",110200,35.0
1867,38085,Sioux,ND,"Sioux County, ND",83800,123.8
1868,38087,Slope,ND,"Slope County, ND",101800,173.4
1869,38089,Stark,ND,"Stark County, ND",239000,54.1
1870,38093,Stutsman,ND,"Stutsman County, ND",155500,69.1
1871,38095,Towner,ND,"Towner County, ND",70200,149.0
1872,38097,Traill,ND,"Traill County, ND",150600,83.2
1873,38099,Walsh,ND,"Walsh County, ND",91100,62.1
1874,38101,Ward,ND,"Ward County, ND",213100,63.5
1875,38105,Williams,ND,"Williams County, ND",247400,82.7
1876,39001,Adams,OH,"Adams County, OH",105300,78.7
1877,39003,Allen,OH,"Allen County, OH",118100,49.0
1878,39005,Ashland,OH,"Ashland County, OH",128400,67.0
1879,39007,Ashtabula,OH,"Ashtabula County, OH",112700,77.0
1880,39009,Athens,OH,"Athens County, OH",129600,50.3
1881,39011,Auglaize,OH,"Auglaize County, OH",147300,64.7
1882,39013,Belmont,OH,"Belmont County, OH",100500,52.2
1883,39015,Brown,OH,"Brown County, OH",132400,48.3
1884,39017,Butler,OH,"Butler County, OH",172900,50.4
1885,39019,Carroll,OH,"Carroll County, OH",126500,59.1
1886,39021,Champaign,OH,"Champaign County, OH",132800,84.0
1887,39023,Clark,OH,"Clark County, OH",115500,71.8
1888,39025,Clermont,OH,"Clermont County, OH",170800,58.4
1889,39027,Clinton,OH,"Clinton County, OH",128400,59.9
1890,39029,Columbiana,OH,"Columbiana County, OH",109400,71.9
1891,39031,Coshocton,OH,"Coshocton County, OH",99200,60.2
1892,39033,Crawford,OH,"Crawford County, OH",88400,71.4
1893,39035,Cuyahoga,OH,"Cuyahoga County, OH",132800,77.7
1894,39037,Darke,OH,"Darke County, OH",123300,73.7
1895,39039,Defiance,OH,"Defiance County, OH",119900,57.4
1896,39041,Delaware,OH,"Delaware County, OH",308800,74.1
1897,39043,Erie,OH,"Erie County, OH",139900,80.8
1898,39045,Fairfield,OH,"Fairfield County, OH",185300,39.9
1899,39047,Fayette,OH,"Fayette County, OH",113500,49.5
1900,39049,Franklin,OH,"Franklin County, OH",175100,53.7
1901,39051,Fulton,OH,"Fulton County, OH",138200,57.1
1902,39053,Gallia,OH,"Gallia County, OH",110200,49.5
1903,39055,Geauga,OH,"Geauga County, OH",240900,48.8
1904,39057,Greene,OH,"Greene County, OH",173000,51.7
1905,39059,Guernsey,OH,"Guernsey County, OH",114700,33.5
1906,39061,Hamilton,OH,"Hamilton County, OH",155400,57.0
1907,39063,Hancock,OH,"Hancock County, OH",147600,61.6
1908,39065,Hardin,OH,"Hardin County, OH",105300,59.3
1909,39067,Harrison,OH,"Harrison County, OH",92700,52.7
1910,39069,Henry,OH,"Henry County, OH",125200,40.9
1911,39071,Highland,OH,"Highland County, OH",117400,104.6
1912,39073,Hocking,OH,"Hocking County, OH",132800,38.9
1913,39075,Holmes,OH,"Holmes County, OH",208700,33.1
1914,39077,Huron,OH,"Huron County, OH",124600,51.2
1915,39079,Jackson,OH,"Jackson County, OH",97400,66.4
1916,39081,Jefferson,OH,"Jefferson County, OH",93000,88.9
1917,39083,Knox,OH,"Knox County, OH",155500,54.0
1918,39085,Lake,OH,"Lake County, OH",156200,66.9
1919,39087,Lawrence,OH,"Lawrence County, OH",106500,63.3
1920,39089,Licking,OH,"Licking County, OH",170200,64.2
1921,39091,Logan,OH,"Logan County, OH",131900,65.1
1922,39093,Lorain,OH,"Lorain County, OH",150500,68.2
1923,39095,Lucas,OH,"Lucas County, OH",116600,66.0
1924,39097,Madison,OH,"Madison County, OH",166500,80.7
1925,39099,Mahoning,OH,"Mahoning County, OH",105400,91.9
1926,39101,Marion,OH,"Marion County, OH",100800,75.1
1927,39103,Medina,OH,"Medina County, OH",196300,66.3
1928,39105,Meigs,OH,"Meigs County, OH",95000,48.8
1929,39107,Mercer,OH,"Mercer County, OH",153800,51.9
1930,39109,Miami,OH,"Miami County, OH",151400,69.0
1931,39111,Monroe,OH,"Monroe County, OH",110000,80.6
1932,39113,Montgomery,OH,"Montgomery County, OH",119800,62.8
1933,39115,Morgan,OH,"Morgan County, OH",99900,64.3
1934,39117,Morrow,OH,"Morrow County, OH",152800,61.4
1935,39119,Muskingum,OH,"Muskingum County, OH",120200,68.6
1936,39121,Noble,OH,"Noble County, OH",100500,54.3
1937,39123,Ottawa,OH,"Ottawa County, OH",152000,58.4
1938,39125,Paulding,OH,"Paulding County, OH",97000,75.3
1939,39127,Perry,OH,"Perry County, OH",114100,58.1
1940,39129,Pickaway,OH,"Pickaway County, OH",163300,59.5
1941,39131,Pike,OH,"Pike County, OH",117100,82.0
1942,39133,Portage,OH,"Portage County, OH",159200,52.5
1943,39135,Preble,OH,"Preble County, OH",125100,62.3
1944,39137,Putnam,OH,"Putnam County, OH",155800,62.6
1945,39139,Richland,OH,"Richland County, OH",110600,65.5
1946,39141,Ross,OH,"Ross County, OH",123800,56.7
1947,39143,Sandusky,OH,"Sandusky County, OH",115400,78.3
1948,39145,Scioto,OH,"Scioto County, OH",97800,71.7
1949,39147,Seneca,OH,"Seneca County, OH",106500,80.2
1950,39149,Shelby,OH,"Shelby County, OH",145600,64.9
1951,39151,Stark,OH,"Stark County, OH",134300,72.7
1952,39153,Summit,OH,"Summit County, OH",146800,82.7
1953,39155,Trumbull,OH,"Trumbull County, OH",102600,73.1
1954,39157,Tuscarawas,OH,"Tuscarawas County, OH",132100,47.8
1955,39159,Union,OH,"Union County, OH",203800,50.6
1956,39161,Van Wert,OH,"Van Wert County, OH",104900,69.4
1957,39163,Vinton,OH,"Vinton County, OH",91500,119.0
1958,39165,Warren,OH,"Warren County, OH",222500,43.3
1959,39167,Washington,OH,"Washington County, OH",132400,46.8
1960,39169,Wayne,OH,"Wayne County, OH",148900,56.8
1961,39171,Williams,OH,"Williams County, OH",105400,46.8
1962,39173,Wood,OH,"Wood County, OH",163600,57.5
1963,39175,Wyandot,OH,"Wyandot County, OH",122200,46.6
1964,40001,Adair,OK,"Adair County, OK",87600,39.7
1965,40003,Alfalfa,OK,"Alfalfa County, OK",85700,11.8
1966,40005,Atoka,OK,"Atoka County, OK",102900,33.2
1967,40009,Beckham,OK,"Beckham County, OK",128400,76.6
1968,40011,Blaine,OK,"Blaine County, OK",85100,100.7
1969,40013,Bryan,OK,"Bryan County, OK",117400,90.3
1970,40015,Caddo,OK,"Caddo County, OK",84900,83.3
1971,40017,Canadian,OK,"Canadian County, OK",165500,78.5
1972,40019,Carter,OK,"Carter County, OK",113000,64.3
1973,40021,Cherokee,OK,"Cherokee County, OK",118000,89.7
1974,40023,Choctaw,OK,"Choctaw County, OK",96800,63.5
1975,40027,Cleveland,OK,"Cleveland County, OK",165600,73.7
1976,40029,Coal,OK,"Coal County, OK",83800,67.6
1977,40031,Comanche,OK,"Comanche County, OK",124600,95.1
1978,40033,Cotton,OK,"Cotton County, OK",76700,74.6
1979,40035,Craig,OK,"Craig County, OK",109000,55.1
1980,40037,Creek,OK,"Creek County, OK",122700,96.4
1981,40039,Custer,OK,"Custer County, OK",142500,125.4
1982,40041,Delaware,OK,"Delaware County, OK",117900,83.4
1983,40047,Garfield,OK,"Garfield County, OK",112600,77.4
1984,40049,Garvin,OK,"Garvin County, OK",98500,70.0
1985,40051,Grady,OK,"Grady County, OK",134300,69.3
1986,40053,Grant,OK,"Grant County, OK",81000,193.4
1987,40055,Greer,OK,"Greer County, OK",76500,80.5
1988,40057,Harmon,OK,"Harmon County, OK",66500,15.0
1989,40059,Harper,OK,"Harper County, OK",77200,197.5
1990,40061,Haskell,OK,"Haskell County, OK",96100,35.6
1991,40063,Hughes,OK,"Hughes County, OK",73100,78.1
1992,40065,Jackson,OK,"Jackson County, OK",106500,85.9
1993,40067,Jefferson,OK,"Jefferson County, OK",66400,147.2
1994,40069,Johnston,OK,"Johnston County, OK",80800,187.1
1995,40071,Kay,OK,"Kay County, OK",92100,55.1
1996,40073,Kingfisher,OK,"Kingfisher County, OK",144700,76.2
1997,40075,Kiowa,OK,"Kiowa County, OK",62900,70.2
1998,40077,Latimer,OK,"Latimer County, OK",87000,95.5
1999,40079,Le Flore,OK,"Le Flore County, OK",90300,66.0
2000,40081,Lincoln,OK,"Lincoln County, OK",110800,108.5
2001,40083,Logan,OK,"Logan County, OK",169500,59.3
2002,40085,Love,OK,"Love County, OK",111700,99.2
2003,40087,McClain,OK,"McClain County, OK",177500,94.8
2004,40089,McCurtain,OK,"McCurtain County, OK",83300,35.3
2005,40091,McIntosh,OK,"McIntosh County, OK",100900,71.2
2006,40093,Major,OK,"Major County, OK",101800,92.5
2007,40095,Marshall,OK,"Marshall County, OK",89700,119.9
2008,40097,Mayes,OK,"Mayes County, OK",112800,85.1
2009,40099,Murray,OK,"Murray County, OK",127000,154.2
2010,40101,Muskogee,OK,"Muskogee County, OK",104200,95.3
2011,40103,Noble,OK,"Noble County, OK",103500,47.6
2012,40105,Nowata,OK,"Nowata County, OK",87700,73.6
2013,40109,Oklahoma,OK,"Oklahoma County, OK",153300,73.5
2014,40111,Okmulgee,OK,"Okmulgee County, OK",85400,73.9
2015,40113,Osage,OK,"Osage County, OK",118600,98.9
2016,40115,Ottawa,OK,"Ottawa County, OK",86300,76.2
2017,40119,Payne,OK,"Payne County, OK",161700,79.8
2018,40121,Pittsburg,OK,"Pittsburg County, OK",106800,64.6
2019,40123,Pontotoc,OK,"Pontotoc County, OK",129300,64.9
2020,40125,Pottawatomie,OK,"Pottawatomie County, OK",120500,58.2
2021,40127,Pushmataha,OK,"Pushmataha County, OK",80500,193.9
2022,40129,Roger Mills,OK,"Roger Mills County, OK",109600,167.0
2023,40131,Rogers,OK,"Rogers County, OK",162300,75.9
2024,40133,Seminole,OK,"Seminole County, OK",74400,55.1
2025,40135,Sequoyah,OK,"Sequoyah County, OK",97800,71.4
2026,40137,Stephens,OK,"Stephens County, OK",107700,90.6
2027,40139,Texas,OK,"Texas County, OK",115100,93.5
2028,40143,Tulsa,OK,"Tulsa County, OK",156400,61.0
2029,40145,Wagoner,OK,"Wagoner County, OK",159000,82.4
2030,40147,Washington,OK,"Washington County, OK",120600,79.1
2031,40149,Washita,OK,"Washita County, OK",84700,84.4
2032,40151,Woods,OK,"Woods County, OK",107000,146.5
2033,40153,Woodward,OK,"Woodward County, OK",124800,68.4
2034,41001,Baker,OR,"Baker County, OR",173100,80.8
2035,41003,Benton,OR,"Benton County, OR",331300,68.1
2036,41005,Clackamas,OR,"Clackamas County, OR",395100,77.8
2037,41007,Clatsop,OR,"Clatsop County, OR",283900,79.0
2038,41009,Columbia,OR,"Columbia County, OR",264900,69.5
2039,41011,Coos,OR,"Coos County, OR",198100,71.2
2040,41013,Crook,OR,"Crook County, OR",246100,63.5
2041,41015,Curry,OR,"Curry County, OR",265400,71.4
2042,41017,Deschutes,OR,"Deschutes County, OR",364600,81.4
2043,41019,Douglas,OR,"Douglas County, OR",199200,61.6
2044,41021,Gilliam,OR,"Gilliam County, OR",115900,162.1
2045,41023,Grant,OR,"Grant County, OR",144800,89.7
2046,41025,Harney,OR,"Harney County, OR",121300,23.2
2047,41027,Hood River,OR,"Hood River County, OR",373600,42.6
2048,41029,Jackson,OR,"Jackson County, OR",280300,71.5
2049,41031,Jefferson,OR,"Jefferson County, OR",224600,64.5
2050,41033,Josephine,OR,"Josephine County, OR",265500,77.6
2051,41035,Klamath,OR,"Klamath County, OR",170600,75.8
2052,41037,Lake,OR,"Lake County, OR",146800,84.7
2053,41039,Lane,OR,"Lane County, OR",263200,72.1
2054,41041,Lincoln,OR,"Lincoln County, OR",251200,57.0
2055,41043,Linn,OR,"Linn County, OR",221600,61.5
2056,41045,Malheur,OR,"Malheur County, OR",135900,87.4
2057,41047,Marion,OR,"Marion County, OR",247100,67.3
2058,41049,Morrow,OR,"Morrow County, OR",138100,83.6
2059,41051,Multnomah,OR,"Multnomah County, OR",386200,69.0
2060,41053,Polk,OR,"Polk County, OR",265200,65.6
2061,41057,Tillamook,OR,"Tillamook County, OR",254300,67.3
2062,41059,Umatilla,OR,"Umatilla County, OR",170900,72.5
2063,41061,Union,OR,"Union County, OR",185400,86.4
2064,41063,Wallowa,OR,"Wallowa County, OR",239100,69.3
2065,41065,Wasco,OR,"Wasco County, OR",212900,55.3
2066,41067,Washington,OR,"Washington County, OR",386600,67.9
2067,41069,Wheeler,OR,"Wheeler County, OR",155300,54.8
2068,41071,Yamhill,OR,"Yamhill County, OR",295900,78.5
2069,42001,Adams,PA,"Adams County, PA",205800,52.7
2070,42003,Allegheny,PA,"Allegheny County, PA",154700,47.1
2071,42005,Armstrong,PA,"Armstrong County, PA",109400,38.5
2072,42007,Beaver,PA,"Beaver County, PA",141100,58.4
2073,42009,Bedford,PA,"Bedford County, PA",136700,53.5
2074,42011,Berks,PA,"Berks County, PA",178700,48.1
2075,42013,Blair,PA,"Blair County, PA",123600,54.8
2076,42015,Bradford,PA,"Bradford County, PA",150600,68.7
2077,42017,Bucks,PA,"Bucks County, PA",330600,66.1
2078,42019,Butler,PA,"Butler County, PA",205600,53.1
2079,42021,Cambria,PA,"Cambria County, PA",91900,31.6
2080,42023,Cameron,PA,"Cameron County, PA",78500,61.6
2081,42025,Carbon,PA,"Carbon County, PA",146400,68.9
2082,42027,Centre,PA,"Centre County, PA",234900,49.9
2083,42029,Chester,PA,"Chester County, PA",357100,54.5
2084,42031,Clarion,PA,"Clarion County, PA",116900,65.1
2085,42033,Clearfield,PA,"Clearfield County, PA",96100,52.3
2086,42035,Clinton,PA,"Clinton County, PA",136600,55.0
2087,42037,Columbia,PA,"Columbia County, PA",151700,51.9
2088,42039,Crawford,PA,"Crawford County, PA",113200,73.0
2089,42041,Cumberland,PA,"Cumberland County, PA",202900,42.2
2090,42043,Dauphin,PA,"Dauphin County, PA",167900,58.6
2091,42045,Delaware,PA,"Delaware County, PA",244400,52.5
2092,42047,Elk,PA,"Elk County, PA",103200,57.2
2093,42049,Erie,PA,"Erie County, PA",134100,74.1
2094,42051,Fayette,PA,"Fayette County, PA",101500,60.4
2095,42053,Forest,PA,"Forest County, PA",95900,78.5
2096,42055,Franklin,PA,"Franklin County, PA",180400,52.0
2097,42057,Fulton,PA,"Fulton County, PA",161000,55.5
2098,42059,Greene,PA,"Greene County, PA",122900,57.6
2099,42061,Huntingdon,PA,"Huntingdon County, PA",136400,70.2
2100,42063,Indiana,PA,"Indiana County, PA",121100,59.2
2101,42065,Jefferson,PA,"Jefferson County, PA",103900,41.6
2102,42067,Juniata,PA,"Juniata County, PA",148900,50.3
2103,42069,Lackawanna,PA,"Lackawanna County, PA",152400,58.9
2104,42071,Lancaster,PA,"Lancaster County, PA",209400,55.0
2105,42073,Lawrence,PA,"Lawrence County, PA",111300,50.5
2106,42075,Lebanon,PA,"Lebanon County, PA",171300,51.5
2107,42077,Lehigh,PA,"Lehigh County, PA",208200,55.3
2108,42079,Luzerne,PA,"Luzerne County, PA",127000,60.0
2109,42081,Lycoming,PA,"Lycoming County, PA",155800,47.3
2110,42083,McKean,PA,"McKean County, PA",80400,47.3
2111,42085,Mercer,PA,"Mercer County, PA",121100,65.4
2112,42087,Mifflin,PA,"Mifflin County, PA",117900,27.6
2113,42089,Monroe,PA,"Monroe County, PA",168000,74.3
2114,42091,Montgomery,PA,"Montgomery County, PA",316100,44.8
2115,42093,Montour,PA,"Montour County, PA",185100,53.8
2116,42095,Northampton,PA,"Northampton County, PA",219800,46.7
2117,42097,Northumberland,PA,"Northumberland County, PA",117400,61.0
2118,42099,Perry,PA,"Perry County, PA",169300,35.3
2119,42101,Philadelphia,PA,"Philadelphia County, PA",163000,68.2
2120,42103,Pike,PA,"Pike County, PA",185700,83.3
2121,42105,Potter,PA,"Potter County, PA",109600,75.5
2122,42107,Schuylkill,PA,"Schuylkill County, PA",102100,36.5
2123,42109,Snyder,PA,"Snyder County, PA",166100,45.0
2124,42111,Somerset,PA,"Somerset County, PA",107000,43.5
2125,42113,Sullivan,PA,"Sullivan County, PA",154400,63.6
2126,42115,Susquehanna,PA,"Susquehanna County, PA",167700,54.1
2127,42117,Tioga,PA,"Tioga County, PA",142100,39.4
2128,42119,Union,PA,"Union County, PA",189500,40.5
2129,42121,Venango,PA,"Venango County, PA",89400,51.2
2130,42123,Warren,PA,"Warren County, PA",98000,50.3
2131,42125,Washington,PA,"Washington County, PA",167900,47.8
2132,42127,Wayne,PA,"Wayne County, PA",181300,72.9
2133,42129,Westmoreland,PA,"Westmoreland County, PA",153100,50.8
2134,42131,Wyoming,PA,"Wyoming County, PA",167900,63.3
2135,42133,York,PA,"York County, PA",177100,53.0
2136,44001,Bristol,RI,"Bristol County, RI",358100,78.3
2137,44003,Kent,RI,"Kent County, RI",236300,62.2
2138,44005,Newport,RI,"Newport County, RI",387900,69.9
2139,44007,Providence,RI,"Providence County, RI",233500,71.9
2140,44009,Washington,RI,"Washington County, RI",343000,77.7
2141,45001,Abbeville,SC,"Abbeville County, SC",90800,132.1
2142,45003,Aiken,SC,"Aiken County, SC",147300,102.6
2143,45005,Allendale,SC,"Allendale County, SC",49200,100.1
2144,45007,Anderson,SC,"Anderson County, SC",145800,60.7
2145,45009,Bamberg,SC,"Bamberg County, SC",75400,96.3
2146,45011,Barnwell,SC,"Barnwell County, SC",81900,128.3
2147,45013,Beaufort,SC,"Beaufort County, SC",298100,67.5
2148,45015,Berkeley,SC,"Berkeley County, SC",185500,84.8
2149,45017,Calhoun,SC,"Calhoun County, SC",107200,168.9
2150,45019,Charleston,SC,"Charleston County, SC",315600,64.2
2151,45021,Cherokee,SC,"Cherokee County, SC",101500,108.1
2152,45023,Chester,SC,"Chester County, SC",95600,123.6
2153,45025,Chesterfield,SC,"Chesterfield County, SC",81500,88.3
2154,45027,Clarendon,SC,"Clarendon County, SC",102000,104.9
2155,45029,Colleton,SC,"Colleton County, SC",90400,101.5
2156,45031,Darlington,SC,"Darlington County, SC",92600,89.9
2157,45033,Dillon,SC,"Dillon County, SC",79300,88.3
2158,45035,Dorchester,SC,"Dorchester County, SC",198800,70.9
2159,45037,Edgefield,SC,"Edgefield County, SC",129300,105.7
2160,45039,Fairfield,SC,"Fairfield County, SC",103000,110.1
2161,45041,Florence,SC,"Florence County, SC",131900,75.7
2162,45043,Georgetown,SC,"Georgetown County, SC",188800,83.4
2163,45045,Greenville,SC,"Greenville County, SC",183800,79.6
2164,45047,Greenwood,SC,"Greenwood County, SC",122800,83.0
2165,45049,Hampton,SC,"Hampton County, SC",72300,80.7
2166,45051,Horry,SC,"Horry County, SC",181500,65.7
2167,45053,Jasper,SC,"Jasper County, SC",166200,96.3
2168,45055,Kershaw,SC,"Kershaw County, SC",131100,96.6
2169,45057,Lancaster,SC,"Lancaster County, SC",199800,90.9
2170,45059,Laurens,SC,"Laurens County, SC",101200,88.8
2171,45061,Lee,SC,"Lee County, SC",78800,104.6
2172,45063,Lexington,SC,"Lexington County, SC",157000,92.7
2173,45065,McCormick,SC,"McCormick County, SC",116500,89.6
2174,45067,Marion,SC,"Marion County, SC",76700,56.8
2175,45069,Marlboro,SC,"Marlboro County, SC",67500,97.5
2176,45071,Newberry,SC,"Newberry County, SC",116300,112.7
2177,45073,Oconee,SC,"Oconee County, SC",159800,71.6
2178,45075,Orangeburg,SC,"Orangeburg County, SC",92700,91.6
2179,45077,Pickens,SC,"Pickens County, SC",147700,88.4
2180,45079,Richland,SC,"Richland County, SC",163100,56.8
2181,45081,Saluda,SC,"Saluda County, SC",108600,108.0
2182,45083,Spartanburg,SC,"Spartanburg County, SC",141400,76.6
2183,45085,Sumter,SC,"Sumter County, SC",115700,108.6
2184,45087,Union,SC,"Union County, SC",80000,23.3
2185,45089,Williamsburg,SC,"Williamsburg County, SC",68300,106.5
2186,45091,York,SC,"York County, SC",201100,77.9
2187,46003,Aurora,SD,"Aurora County, SD",85800,100.6
2188,46005,Beadle,SD,"Beadle County, SD",109700,94.4
2189,46009,Bon Homme,SD,"Bon Homme County, SD",89600,151.4
2190,46011,Brookings,SD,"Brookings County, SD",179000,76.7
2191,46013,Brown,SD,"Brown County, SD",166800,65.6
2192,46019,Butte,SD,"Butte County, SD",139000,63.3
2193,46021,Campbell,SD,"Campbell County, SD",68800,145.1
2194,46023,Charles Mix,SD,"Charles Mix County, SD",116700,134.6
2195,46025,Clark,SD,"Clark County, SD",102400,159.1
2196,46027,Clay,SD,"Clay County, SD",168300,99.0
2197,46029,Codington,SD,"Codington County, SD",174500,67.0
2198,46031,Corson,SD,"Corson County, SD",58500,220.8
2199,46033,Custer,SD,"Custer County, SD",214400,66.1
2200,46035,Davison,SD,"Davison County, SD",154700,46.9
2201,46037,Day,SD,"Day County, SD",100500,111.4
2202,46039,Deuel,SD,"Deuel County, SD",133500,149.9
2203,46045,Edmunds,SD,"Edmunds County, SD",118400,160.3
2204,46047,Fall River,SD,"Fall River County, SD",129400,77.1
2205,46049,Faulk,SD,"Faulk County, SD",85100,189.1
2206,46051,Grant,SD,"Grant County, SD",133700,49.1
2207,46053,Gregory,SD,"Gregory County, SD",83400,143.1
2208,46055,Haakon,SD,"Haakon County, SD",105400,111.0
2209,46057,Hamlin,SD,"Hamlin County, SD",157100,43.8
2210,46059,Hand,SD,"Hand County, SD",128400,114.9
2211,46061,Hanson,SD,"Hanson County, SD",130800,77.1
2212,46065,Hughes,SD,"Hughes County, SD",177500,70.9
2213,46067,Hutchinson,SD,"Hutchinson County, SD",94100,89.0
2214,46073,Jerauld,SD,"Jerauld County, SD",81900,192.4
2215,46077,Kingsbury,SD,"Kingsbury County, SD",109900,166.7
2216,46079,Lake,SD,"Lake County, SD",168400,49.8
2217,46081,Lawrence,SD,"Lawrence County, SD",207900,85.3
2218,46083,Lincoln,SD,"Lincoln County, SD",228800,57.9
2219,46085,Lyman,SD,"Lyman County, SD",102800,101.8
2220,46087,McCook,SD,"McCook County, SD",137800,38.1
2221,46091,Marshall,SD,"Marshall County, SD",118900,64.0
2222,46093,Meade,SD,"Meade County, SD",190500,59.2
2223,46097,Miner,SD,"Miner County, SD",77000,118.6
2224,46099,Minnehaha,SD,"Minnehaha County, SD",186800,55.6
2225,46101,Moody,SD,"Moody County, SD",133700,73.9
2226,46103,Pennington,SD,"Pennington County, SD",187800,78.9
2227,46109,Roberts,SD,"Roberts County, SD",103600,95.6
2228,46111,Sanborn,SD,"Sanborn County, SD",87600,118.3
2229,46115,Spink,SD,"Spink County, SD",82800,128.2
2230,46117,Stanley,SD,"Stanley County, SD",163300,102.5
2231,46119,Sully,SD,"Sully County, SD",144100,143.4
2232,46125,Turner,SD,"Turner County, SD",122400,49.8
2233,46127,Union,SD,"Union County, SD",179300,109.0
2234,46135,Yankton,SD,"Yankton County, SD",148300,81.7
2235,47001,Anderson,TN,"Anderson County, TN",146200,92.7
2236,47003,Bedford,TN,"Bedford County, TN",151100,80.8
2237,47005,Benton,TN,"Benton County, TN",85600,76.3
2238,47007,Bledsoe,TN,"Bledsoe County, TN",134600,123.1
2239,47009,Blount,TN,"Blount County, TN",182100,69.1
2240,47011,Bradley,TN,"Bradley County, TN",161000,87.6
2241,47013,Campbell,TN,"Campbell County, TN",104400,60.1
2242,47015,Cannon,TN,"Cannon County, TN",164600,59.2
2243,47017,Carroll,TN,"Carroll County, TN",88300,86.6
2244,47019,Carter,TN,"Carter County, TN",122600,51.3
2245,47021,Cheatham,TN,"Cheatham County, TN",187400,74.2
2246,47023,Chester,TN,"Chester County, TN",121900,119.6
2247,47025,Claiborne,TN,"Claiborne County, TN",110000,61.4
2248,47027,Clay,TN,"Clay County, TN",98200,50.6
